Isbn,Author_id
0812575954,134
0316735736,135
0743439740,136
0345372700,137
0380619458,138
0446325805,137
0451406923,139
0451406923,140
0451406923,141
0671042858,142
0743249992,143
0840734530,144
0425184226,145
0375500766,146
9724119378,147
0451205197,148
0060929790,149
0060976845,150
0061099325,151
0671004573,61
0446601640,152
0330484516,153
038572179X,154
0393020371,155
1900850303,156
1903019699,157
0345425294,158
0451410319,159
0553583468,160
0380778556,161
0451525221,162
0451525221,163
0002740230,164
0385336772,165
0440949424,166
0505524996,167
0140252800,168
0451452755,169
0812575482,170
044651747X,152
0060801263,171
0061030147,172
0061030147,173
0140250964,174
0446527165,175
0671461494,176
0385337639,177
039575514X,178
0451206673,179
0330332775,180
0486284735,57
0486284735,181
0671021745,182
0671047612,182
0671504282,182
0399138684,183
0785263292,184
0785263292,185
0830714014,186
0345354931,187
0553278223,188
3150000335,189
3150000335,190
3257203659,188
3257203659,191
3257207522,192
3257207522,193
3257208626,188
3257208634,188
3257208634,194
3257208669,188
3257208669,195
3257210450,188
3257210450,196
3257212054,188
3257212429,188
3257214154,188
3257214154,197
3257214154,198
3257216416,188
3257233051,199
3257233051,200
342311360X,201
3423116714,202
3423241489,203
3426605686,204
3426605686,205
3453212150,206
3462021095,207
3492045642,208
3492045642,209
3492045642,210
3498020862,211
3498020862,212
3499110695,213
3499110695,214
3499110695,215
3499110695,216
3499151502,213
3499151502,214
3499151502,215
3518111000,217
3518111000,193
3548254268,218
3570300099,206
3570300099,219
3596292646,220
0060977493,221
0312872682,222
0316602906,129
0316693006,129
0345311396,50
0345378490,40
0345404793,50
0345433173,223
0375400117,224
0375705856,225
0380717018,226
0380718332,227
0380754509,228
0380754509,229
038076654X,230
0380807866,230
0385316895,231
0385497466,25
0385508042,25
0385509456,232
0385511612,25
0385730586,233
0425164403,234
0440234964,235
0446605484,129
0446610399,236
0449006522,237
0449911004,223
0451162072,142
0451186648,238
0452282152,239
051513290X,240
0553580388,241
0590598848,242
0590629719,243
0671023616,62
0671027387,133
0684848783,244
0743486226,133
0786863986,245
0803251718,246
0804117934,247
140003180X,248
155874262X,18
155874262X,19
155874262X,249
0060987103,250
0151008116,251
0375704965,252
0525947647,253
0804111359,254
1558744150,18
1558744150,19
1558744150,20
0435272683,255
0316782505,135
006102063X,256
0060013117,256
0060199563,256
006052779X,257
006052779X,258
0060563079,259
0060809027,260
0061040967,256
0061040967,261
0061050474,256
0061052515,256
0061052523,256
0064472264,262
0140620664,57
0312148267,263
0312156960,264
0312890044,265
034543191X,266
034543191X,267
0373836023,268
0375751513,269
0375751513,270
0375801677,271
0375801677,272
0375814248,273
0375814248,274
0375823352,94
037582345X,94
0375823468,94
0380730448,206
0380973839,188
0385327773,275
0394586239,276
0439510112,277
0440241413,278
0451409256,279
0451523415,280
0451526279,57
0451526279,281
0451526341,282
0486415864,283
0553280589,284
0571197639,55
0670035262,285
0670035262,286
0670035262,287
0670035262,288
0679423079,283
0679751343,276
0684833395,289
0743245024,290
0749748001,291
0749748028,291
0963094424,267
1401201172,292
1401201172,293
1401201172,294
1563892278,267
1563892278,295
1563892278,296
1563892278,297
1563898586,292
156971620X,267
156971620X,298
1592571301,299
0374270325,300
0375719180,301
0440235502,302
044023722X,25
1573225487,303
1853260673,86
0060977477,304
0345391691,305
0520011171,306
0520011171,307
0553278746,308
0670856045,309
0670856045,310
0872200760,311
0872200760,312
0872200760,313
0937858994,314
0937858994,315
0937858994,316
0671649949,317
0590431110,318
0064470113,319
0553571486,320
0972044205,321
0312963009,322
0345430476,323
0345435869,324
0345435869,325
0380728729,326
038081840X,327
038081840X,328
0449912302,329
055329198X,330
0671018930,331
0812541642,332
0312988699,333
0486282112,334
0486282112,181
0670815373,335
0385313748,336
1575843366,337
0684193957,62
0345371984,176
0345371984,338
0380730138,339
1573228737,340
9681500555,341
0380711109,342
0452283914,343
0425120279,145
067153484X,344
0380728273,345
0446606197,346
0771076002,347
0771076002,348
0771088191,349
1559703237,350
3596214629,351
3596214629,352
0062770500,353
0671847546,354
0060188731,355
0140374248,273
0140374248,356
0142001740,357
0142001740,358
0195086295,359
0195086295,360
0195086295,361
0312995423,133
0380704587,362
0380815923,363
0385416342,25
0385418493,364
038542471X,25
0425098109,365
0449005410,366
0449202631,367
0449207544,367
0515128554,368
0517577402,176
0590450875,369
0590450875,370
0590450875,371
0590481371,369
0590481371,370
067103619X,372
0684177730,373
0684180200,374
0743411269,372
0743470389,375
076218857X,376
0767905938,377
0800706544,378
0801096677,379
0849953014,380
0891091963,381
0915811537,382
0927545373,383
1575024179,384
1880185008,385
0140345809,386
0156528207,387
0380012863,388
0451154916,389
0785815147,390
0875421288,391
1567184294,392
156718796X,393
1862047626,394
0020437501,395
0198320264,396
0198320264,397
0373196989,398
0373245580,399
0451527747,400
0451527747,401
0671867113,61
0812504208,402
0060173289,150
0060973897,403
0060973897,404
006101351X,304
0140104682,405
0312143370,406
0316666343,407
039456894X,408
0440224675,409
0449002632,410
0449213773,411
0452279690,412
0553569058,411
0679427430,413
0679725393,414
0802114369,415
0803233019,416
0803233019,417
0819154946,418
0897322339,419
0940322978,420
0940322978,421
1573225126,422
1579651658,423
1878424319,424
0600586898,425
1853260622,426
1857938011,427
0060804157,428
0140382658,429
0152012966,430
0312283784,431
0345297709,187
0345313097,187
0345335465,432
0345416848,433
0385333404,434
044021145X,25
0449212084,435
0553582682,436
0590947257,437
0590947257,438
074345829X,439
074345829X,440
0786913878,441
0801491827,442
0816729913,443
0843136685,444
0843136685,445
0843136685,446
0866119531,447
0866119531,448
0866119531,449
0866119566,283
0866119566,450
0870441663,451
0870441663,452
1561561428,453
1561561428,454
1561561428,455
0553210092,162
0553258524,432
0688163726,335
1569471096,456
055358099X,457
0316168815,407
014023828X,310
0316314927,458
0345424719,350
0375414746,459
0375726403,460
0385503857,411
0425156842,461
0440226104,462
0452277337,463
0553802488,60
0671021001,464
0767903579,465
0805063897,466
0679777431,467
0553285343,468
0486285529,469
0671002481,179
0812523385,470
0895774666,471
0020199090,472
0385495145,473
0679733825,474
0842329129,66
0842329129,67
0345451260,475
0740700235,476
0380973545,477
0380973545,478
0393321576,479
0743424425,142
0786868015,480
0786868015,481
0786868015,482
0446610178,483
0684854953,484
0684854953,485
0743229878,61
0380617625,486
0380732335,487
0385337132,488
0440235057,489
0445402040,489
0618119760,490
0871138646,491
0026329859,492
0060621257,493
0060915544,55
0060917016,55
0060925000,494
0060932759,284
0061000280,151
0192815318,495
0192815318,496
0312195516,497
0380792664,498
0393048977,499
0399137807,183
039914739X,62
0451203046,64
0451410556,500
0451523318,501
0486281965,502
0486292940,503
051762639X,504
0684824442,414
0743458303,505
081296666X,506
0819215635,507
0819215635,508
0819215635,509
0880011025,510
1561011525,511
1877727083,512
1877727083,513
0486206173,514
0486206173,515
0312278586,516
0312278586,517
0140370900,518
0674511255,519
0030096189,520
0030096189,521
0312965745,522
0345374657,523
0395710901,524
080521061X,525
0823032612,526
0679310002,527
0312288115,528
0316171107,529
0380710218,530
0515118656,531
0553289063,532
0671000306,533
0671673688,61
1561672033,534
0425178242,535
0425178242,536
0618173870,537
0156027321,251
0375403582,538
0385721420,539
0451202341,540
0743418190,541
0385335407,542
0965746828,543
0060923245,544
0486272664,545
0786015276,546
0786015276,547
0060913509,548
0553272837,368
0440225078,549
0312145543,550
0425181111,60
0380732688,551
0140286276,552
0373484100,368
0449907481,366
0553107305,553
080213825X,554
0515127833,368
0345441133,555
0515134279,556
0945586051,557
0385490992,25
0385424728,25
0312980388,558
0590419625,559
0590419625,560
0385472951,25
0451195663,561
0425182878,562
0425182878,563
0553564528,564
055356451X,564
0743412621,61
0849943728,565
0849943450,566
084994371X,565
0590406019,567
0020442408,568
0553225987,569
042517736X,570
0671868713,136
038549825X,571
0553202294,572
0345313860,573
0345369947,573
067170124X,574
0345353625,575
0308102282,576
006017143X,577
0805056491,578
0679401377,579
1562827049,580
1562827049,581
0385306032,542
0816152446,582
0821772953,583
0345379454,584
0553576925,160
0743206053,61
0688169678,585
0439319552,586
0439319552,587
0590870157,588
0590870157,589
0307001164,590
0307001164,591
0307001164,592
0307001164,593
0440441501,594
0590687301,595
0439061644,596
0439569842,597
0439569842,587
0307118703,598
0590418858,599
030720152X,600
0816728739,601
0816728739,602
0816728739,603
0865050880,604
0812519655,605
0812524853,605
0449211770,606
193072229X,607
0812521129,605
0345251733,608
1400077826,609
0312995431,610
0312312628,610
0446394521,611
0590021117,612
068484267X,244
068484267X,613
068484267X,614
0553578693,615
0380709260,595
0380709260,616
0807565288,617
0312986769,610
0345413377,94
0345413369,94
0679893105,94
0061096091,618
0345369068,584
0451184718,584
0449209121,606
0060938455,619
080411952X,620
0060575808,621
0060558865,621
0767912918,622
0553298860,623
0385335679,624
0440122090,64
0671525832,625
0553279572,188
0061009059,626
0060930187,627
0516076272,628
0679450432,50
0821775863,629
0821770209,629
0670855758,630
0553562819,631
0446364193,129
0446519138,632
0425179672,633
0061042943,634
0399144463,635
0399144463,636
0965404560,154
006015781X,637
006015781X,638
0060930705,639
0312206763,640
0316116025,641
0156013967,642
0385314019,643
0743444167,644
0618231617,645
1567920047,646
0811203220,647
1573229148,648
0787955671,649
0787955671,650
0787955671,651
0425174484,652
0385496907,653
0446523992,654
0446523992,655
0446523992,656
0140185216,657
0140185216,658
0684717255,659
0684717255,660
0486272745,661
0486272745,662
0062507249,663
0684801221,664
1576737357,665
0060083298,666
0446672211,667
0140293248,668
0807070718,669
0807070718,670
0743213831,671
0345305477,672
0061080519,673
0142000205,674
0316735027,675
193156146X,676
015600710X,135
0062517856,677
0679767789,52
0449911683,678
0425169626,679
0449207757,678
0449245691,678
0140029400,680
0140021566,680
2253004022,681
2253004022,682
2253005274,683
2253005274,684
225300670X,685
225300670X,686
225300670X,687
2266084372,688
2070362388,689
2266029460,690
2253007102,691
2253007102,692
2253007102,693
2070417743,188
2070417743,694
2070417743,695
2266033689,696
2070384349,697
2070384349,698
207053880X,681
207053880X,699
2070334368,700
2290314951,701
229000510X,702
3492207006,703
3499177757,704
3499177757,705
3889774016,706
3502670005,707
0905762487,708
3499222604,706
3746670055,709
0140620427,57
3596144434,710
3442724686,221
3442724686,46
0385504209,133
0446525502,236
0385500769,711
0399147012,712
0670892963,180
0688180639,339
0316789089,135
0451197275,713
0425184129,329
0151001006,714
0385505833,25
0679442790,715
0679442790,716
0525943862,717
0609605925,555
0060191929,718
0743206045,61
0684864843,372
0684867818,719
0743406176,720
0380978539,721
0679603352,350
0679410430,722
0446523569,236
0671042556,723
0679450440,50
0140107649,724
0609606727,725
0446527793,236
0446531332,236
1570717257,726
0060192631,727
0385420161,728
0385420161,729
0385420161,730
0345339711,731
052594463X,732
039304016X,304
0399147128,368
0670031046,733
0394574745,734
0316969443,129
0743230051,61
0743230051,735
0316693200,129
0316693200,736
0684868911,719
0842336214,737
0399148582,738
0399148582,739
0684864320,372
0525944834,717
0345428900,740
0451176812,741
0671525794,138
0718144538,367
0446602086,742
0394551427,743
0394551427,744
0064407667,745
0064407667,746
0007100221,747
2253148539,748
2253148539,749
2253043974,149
2253043974,750
2020315491,751
0747549923,752
0743462335,753
0140253580,754
0947782141,755
057120354X,756
0349101779,757
0743222229,753
185479549X,758
0140292918,759
1854795554,760
1858813093,761
2871290911,762
2871290911,763
0198604025,764
1842151053,765
2253063339,766
1860198597,767
0767908473,768
0767908473,769
1842040154,770
0140622063,771
0571209521,756
2264009306,748
1841952931,772
0890877564,773
0890877564,774
1405200677,775
0416196772,776
0747538069,777
0375501347,778
0060927240,544
0316776963,779
156341029X,780
0060934719,267
1886383421,781
1888451084,782
0451450256,783
1555835953,784
0395877563,785
0962893862,786
1555834531,787
0393318435,788
0889740828,789
1563410443,412
1563899388,790
1563411148,791
0553579681,792
0553579673,792
0451181379,60
0786889160,793
0345370740,794
0553574175,795
0553574167,795
0553574159,795
0312287240,796
0679801146,797
0446300101,798
0821750410,799
0425142485,60
0451456548,800
0060006048,801
0312906552,802
0312906552,803
0440117291,804
0425049981,805
0374386676,806
0786886463,375
0345395379,807
0380788497,170
0307215342,808
0374343381,806
0345403339,809
0440226694,810
0440219604,810
0767903285,811
0345429176,812
038529929X,409
1573229571,813
0345418778,176
0517201658,362
0743211383,142
039914370X,336
1884777805,814
0312977905,815
0812521331,816
0812521331,817
0451205421,60
0894342789,818
0440218535,819
0449207595,820
0670844594,821
039457513X,822
0394559487,823
0804001944,824
0590897985,825
0689832877,826
0689832877,827
0689829698,828
0689829698,829
0439042917,830
0064409457,567
0064409457,831
0064405052,567
0064405052,831
043922165X,832
0152162445,833
0152162577,833
015216250X,833
1562477528,834
0439221676,835
0439221684,836
0439221684,835
0439221714,835
0439221706,835
0439221730,835
0440415993,837
0895872102,838
068983585X,839
068983585X,840
0345391802,176
0440219078,841
185424597X,842
185424597X,843
2080105434,844
349913358X,845
3257201761,846
3404121686,115
3404121686,847
3404121686,848
3404118960,115
3404118960,849
3404118960,850
3404118960,851
0345356578,852
0345346971,852
0753804700,715
0451155750,142
0786890436,480
0786890436,481
0786890436,142
0415928087,853
0415928087,854
0521427150,855
0812923278,856
0884111342,857
0345428544,858
0671694049,176
080901582X,859
0449006557,247
0373250339,860
0380820447,861
0385497679,862
0385497679,863
0385497679,864
0451454243,865
0941423042,866
0373871562,867
0553101439,105
0898151910,868
0835949362,869
0880701102,870
039914563X,145
0312853238,871
0688048730,872
0688048730,873
0425161722,145
0425161722,874
0385493800,25
0849916399,875
1928791107,876
1928791107,877
067175145X,878
0440211727,25
0877192820,879
0380002450,880
0793133955,881
0394178017,882
0425134350,145
0385479689,883
0385479689,884
0380754851,885
0380538504,886
044661162X,887
0671742566,625
0515122408,183
0440222818,888
0451204050,889
038533334X,890
0449131548,891
0440120470,892
0451188209,893
0451188209,894
0440130913,231
0449001954,435
0345404777,50
0451185277,895
0440224829,542
0671779338,896
0515134368,531
0380759497,187
0380759497,897
3442098424,573
3442098424,898
0394578791,899
1558505377,900
0373245696,901
0743201078,902
068983571X,903
0553256785,904
0892967994,905
0061064505,906
0061064505,907
1551668785,908
0836230868,909
0381999866,910
0380817144,911
0380752115,912
0553212583,913
0446364762,483
0425166619,570
061312975X,914
0765341972,915
0590514776,916
0373037430,917
0064472779,918
0553581279,919
0373750013,920
0393030342,921
0553561618,564
0312422156,270
0425139069,922
0450029956,923
0450029956,924
0130139165,925
0373196741,926
0451524489,880
0451524489,927
0140065172,928
044022165X,25
0373123485,929
0373123108,930
0590225170,931
0590225170,932
0399143165,570
044132231X,933
0425124347,934
0786889705,935
0312282990,936
0425137945,937
042512892X,937
0425113892,937
0394820371,938
0394820371,939
0449134482,940
014036336X,941
0375821813,535
0812516826,942
0345348036,943
0679420118,944
0871137380,945
0741409690,946
0741407213,946
0759612277,946
0741402858,946
1585007366,946
074141127X,946
0741403471,946
0741403781,946
0741403056,946
0741405784,946
0741402912,946
0553568760,241
034538184X,50
0140620125,947
0140620109,57
0375420827,948
0671745530,176
0805062971,949
0553211412,947
0671510053,950
1573229385,951
0945397410,952
0385334036,953
0060914653,220
0345347536,187
055321313X,954
3473540420,955
0375507256,956
0060529709,537
0876850867,957
0140274154,657
0679743464,958
0375704027,958
0375704027,959
0874067391,960
0874067391,961
0590484753,962
0451527038,963
0451527038,964
1590520777,965
1590520777,966
0590484672,962
0975311255,967
0743237188,968
0553586122,132
0553584510,615
0345341201,629
1551662744,969
0440175623,231
0440216842,231
0345443284,970
0553285653,971
0394800133,972
0394800133,973
0060972777,974
0064401472,975
0064401472,976
0156001942,71
055326382X,977
0345418018,350
0684801469,664
0393961192,978
0393961192,979
0393961192,980
9997522052,697
0872203492,311
0872203492,981
0872203492,982
0872203492,983
0312420145,211
0911104542,984
0375401318,985
0140253602,986
0671789422,987
1566193966,988
014016930X,989
0140077022,990
0679732764,991
0553273604,284
0553273914,284
0060256672,992
039592720X,993
1859671500,994
1859671500,995
1859671500,996
1859671500,997
0810935627,998
0060928336,150
0671003755,464
0553268449,999
0684844729,1000
0395051649,1001
0395051649,1002
0375705228,1003
038001503X,149
0835607860,1004
158574218X,1005
158574218X,1006
0806996021,1007
0440215625,1008
0316777730,779
0375501851,1009
0877733759,1010
0805019367,1011
0140070206,1012
0140236589,1013
0140042393,759
1590520653,1014
1590521994,1015
1590521994,1016
3446202218,1017
3446202218,1018
3499134446,577
067142517X,1019
0671726889,1020
0446601241,129
0451124340,142
0345384466,573
0446604801,129
0345422392,573
0679734775,1021
0440414717,1022
0689715625,1023
0689715625,1024
0812539389,919
0152013369,1025
0425124819,937
0345409469,80
0345409469,1026
1558747346,1027
0373250177,1028
0763615382,1029
0965975401,1030
0965975401,1031
0965975401,1032
0965975401,1033
0141001771,1034
068930935X,1035
0451523369,453
0786884622,1036
0449005569,1037
0671027344,1038
0786927089,1039
0786927089,1040
0684831058,1041
006019491X,284
006019491X,1042
0684819066,1043
0375420673,1044
0140368558,1045
0395353416,1046
0066211611,284
0066211611,1047
0312254164,1048
0312254164,1049
3453147243,1050
3746611229,1051
3492229336,1052
3453177800,1053
3423009152,1054
3596133319,1055
3822813397,1056
3426871874,1057
3453171977,1058
3423620005,461
3423620005,1059
034537522X,731
0345375211,731
0345375211,1060
034545829X,1061
0140042520,657
0380789035,267
0446677574,1062
0345358791,1063
0060964049,577
0380558483,1064
1558171398,1065
0425121046,1066
0441317502,1067
0804102279,1068
0812551389,1069
0345298985,852
0345316991,852
034531042X,852
0345310306,852
0345310292,852
034531011X,852
0679734058,1070
0451130448,712
0553266500,1071
0440206154,409
0345370775,40
0441366945,1072
0441366945,1073
0441366945,1074
0441366945,1075
0553574833,1076
0553574833,1077
0915950839,1078
0060242388,1079
0452265347,1080
0743457943,629
0373484224,368
0553205757,1081
0060171510,1082
0312421001,1083
0786000988,1084
0380789019,267
0451135989,1085
0380018179,362
0679004785,1086
0684825821,1087
0517395754,1088
067101420X,1089
0679457313,221
0394557433,1090
0553571656,1091
0312169787,497
0942257324,1092
0805008950,1093
0786866276,1094
0151000638,1095
0151000638,8
0140266771,1096
015644450X,987
0679723420,722
0441004016,1097
0671500546,1098
0140620338,269
0460878263,545
0460878263,1099
3257061269,199
3257061269,1100
3453210999,1101
3404126661,1102
3453177622,236
3453177622,1103
3453863593,1104
3499108518,1105
3518367064,1106
3453199766,1038
3746670144,1107
3746670144,1108
3453088433,1050
0425137015,1109
0425137015,1110
0425137015,1111
0425137015,1112
0553572490,1113
0553576976,105
0451450604,1114
0441001335,1115
0451454677,1116
0373257074,1117
0441435351,1118
0373092237,1119
0373057296,1120
0373058446,1121
0349103232,757
0571197779,220
0679745653,1122
0571200389,494
0785268480,1123
0785268480,1124
0785268480,1125
014044503X,1126
014044503X,1127
014044503X,1128
0851707777,1129
0006276199,1130
0551031123,1130
0551030682,1130
0551032510,1130
0551032510,1131
000649840X,244
0140431268,86
0099771519,224
0486265862,1132
067102535X,136
0876855575,957
0330376136,1133
0140272658,1134
3407780028,1135
3407780117,1135
3257250398,1136
3257250398,1137
3257250053,1136
3257250053,1137
3257250460,1138
3442435951,1139
3442435838,1140
3442435838,1141
3608919724,1142
3608919724,1143
3608919724,1144
3453132262,1145
3453132262,1146
379411664X,1147
379411664X,1148
340780573X,1135
3407805853,1135
0385720920,949
0385498721,949
0972948503,1149
0972948503,1150
0380813815,484
2070372294,79
2264030542,1151
0030615321,1152
0836217632,1153
0140099832,1154
0385314744,253
0316107417,1155
0894803700,1156
0449221164,367
0553801031,1157
0590457225,962
0316929190,1158
0553052845,1159
0140390693,280
0140390693,1160
0140390693,1161
0439404371,1162
0439404371,1163
0939766027,1164
0939766027,1165
0679741011,1166
0345307674,1167
0425071421,93
0345297687,432
0766607119,280
0766607119,1168
0766607119,1169
1573225789,1170
0380754843,1171
0380754843,1172
0345368940,432
0345331605,432
0425050807,1173
044100962X,1174
0553296981,341
0553296981,1175
0553296981,1176
1895383129,1177
0375724575,1178
067163884X,1179
0553140434,1180
0029087104,1181
0425050750,1182
0345285549,794
0345285549,1183
0345290240,794
0345301870,187
0451169530,142
067168390X,77
0385335881,278
0385335482,278
0553258001,350
0671679627,1184
0375704043,1185
0373871279,867
0373484070,1186
0805063889,466
068986020X,1187
0671568809,1188
1573228567,1189
0553582658,457
051513399X,1190
0373218400,368
0449217868,1191
0671573020,1192
0517006456,1193
0786867086,1194
0786867086,1195
1569471800,1196
0374216495,1197
0312274572,1198
0316825336,1199
0871137631,1200
0679419152,1201
0060192895,151
0826308791,1202
0140259198,1203
0345435249,1204
0441003257,267
0441003257,256
0451202503,584
0446606812,236
0671028375,1205
0451181468,1206
0399149759,345
0345384733,1207
0671759361,1208
0830724982,1209
0399146008,570
3442720001,1210
0515132632,1211
044990671X,1212
0688124402,1213
0929587081,1214
155970117X,1215
155970117X,1216
0688105408,1217
0871130297,1218
0440500095,1219
1570362084,1220
0060930535,55
0375702709,1221
044990928X,1222
0671038184,1223
0060916508,1224
0756401453,1225
0963270702,1226
0399242562,1227
0552996009,1228
0708881297,432
0708881297,1229
0142000663,759
0590542443,94
0590112899,94
0590660543,94
0345361792,350
0552999512,1230
041619513X,1231
0855030224,1232
0861638522,291
0861638522,1233
0575073314,1234
0575073004,1234
0394404289,1235
000636988X,1236
1578562333,1237
0345458915,1238
038531258X,1239
006092988X,171
0140317937,1240
0140317937,1241
0743225406,1242
0553256696,1243
0553256696,1244
0553256696,1245
0785263780,1246
0785263780,1247
0802433243,1248
0375413081,52
1400034779,248
038533303X,1249
0451163753,1085
0440414520,1250
0786885688,1251
0671880187,1252
1558506454,1253
0895773538,1254
0385247745,1255
0385247745,1256
0385293542,231
0802069347,1257
0671721038,1258
0671311891,440
0345387007,794
037570504X,1259
0767902521,1228
0892967048,1260
0553377868,1261
0553377868,1262
0472113658,1263
0609608444,1264
0670032425,1265
0915811332,1266
1558744606,18
1558744606,19
1558744606,20
080410753X,8
0451526503,402
0345325818,731
044023767X,1267
014131088X,1268
043909013X,1269
0140244824,1270
155643068X,1271
096478260X,1271
096478260X,1272
155643152X,1271
0553346768,1273
0884043142,1274
0743221990,1275
0312983212,1276
0553486411,1277
3478088534,1278
3821807059,1279
0865532168,1280
059040640X,1281
1566197155,960
0805210318,1282
0805210318,1283
031227999X,1284
0385508417,25
0385510438,25
0848705459,1285
0380723638,345
0718001044,1286
0307132668,1287
0812515722,1288
0373169876,1289
0890842795,1290
0385324057,1291
9505470010,188
0609602535,1292
0425185710,533
0061030651,1293
0425178773,712
0553575619,1294
0671578391,1295
0425095584,1296
0451409086,1297
031298250X,1276
006109594X,1293
0671527215,176
0486203077,1298
0671522817,1299
0618074716,1300
1400062888,1301
0618045996,1302
0312303033,1303
1931520038,1304
0671318314,1115
0553377876,999
1558612815,1305
014025448X,733
0060934417,355
0671793489,61
0174434642,396
0174434642,1306
0679772677,1307
0312983824,108
0449149676,555
0449006344,555
0553568183,457
0451191153,1308
0451191153,1309
0440224624,953
0451523067,57
0451523067,1310
0743418174,541
0451526295,57
0451526295,281
0440214424,489
0451187903,57
0451187903,281
0385491050,411
0671036505,372
0553213504,1311
0446605891,1312
0394758285,192
0671004565,61
0345370805,1313
0375703055,1192
0156006529,135
0156006529,1314
0446673544,554
0140256369,149
0140256369,1315
0312243022,1316
0316789844,135
0679761837,1317
0385490445,411
0380725398,161
0345316770,1318
0375700757,609
0070212570,611
0385480016,1222
0061098361,718
0061093092,1318
0821758950,109
0679729917,273
0451411013,500
0446611239,1319
0446611239,1320
0553580078,1321
0425189414,712
0812909372,1322
0812909372,1323
0451410912,1324
0316781266,135
0486280616,402
0743405978,1325
0671032658,142
0446607835,1326
0446607835,1327
0451402103,1328
0373250223,1329
0380817683,1330
0671701053,1157
0671000381,1331
006101253X,1332
0671689231,1333
0380814021,918
0373711026,1334
0373710992,1335
0373711107,1336
0440217806,1337
0373711123,917
0373711115,1338
0373711131,1339
0061098795,151
0791423549,1340
0791423549,1341
0375725784,1342
0465016146,1343
0465016103,1343
0373226519,1344
0380012774,269
225313922X,766
0142004030,1345
0452281784,1346
0375704558,1347
038533656X,1348
0743230213,1349
0345436911,1350
0452284481,463
0802135196,1351
0440217520,643
0373834985,1352
0679450548,1353
0451135555,1354
0345339703,731
038039586X,1355
0670030643,1345
0060929596,1356
3499232871,1357
0374516901,1358
0440131480,1359
0609600745,1360
0609600745,1361
0375707425,1362
0375707425,716
3453151933,145
3453151933,85
3453151933,1363
0231105592,1364
0590317822,1365
014056232X,1366
0590447319,1367
0440940001,1368
0440401119,1369
0440203155,1370
0812565959,871
034536628X,1371
0880387483,1372
0880387300,1372
0880387300,1373
0425163385,562
0743444051,713
0061056103,1374
0671042262,1275
0425157539,562
0553585681,160
0553585118,160
0886777690,1375
0743212002,61
0743212002,735
3426650754,1376
1854877178,1377
0380803526,1378
0373152655,1379
0373152655,1380
0373152655,917
0451404033,1381
1583140352,1382
1854879073,1383
0821728326,1384
037348397X,368
0380773155,1385
0380773155,1386
3404100263,115
0679731148,1387
2070417700,1388
2070417700,1389
2070360075,664
0786889373,1390
2207245810,1388
2207250474,1388
2207250474,1391
2290331406,1388
2290331406,1392
2070426815,1388
2290305251,1388
2070364283,759
2266128566,1393
2070363104,1394
2253152277,199
2207252000,1395
2207252000,1396
2253170453,570
2723409821,1397
2723409821,1398
2070415686,1399
2070415686,1400
2258036992,1388
2207251756,1388
2266000489,689
2070360423,1401
0394822862,1402
0394822862,1403
0874493803,1404
1569870942,1405
1569870942,1406
1579730272,1407
1579730272,1408
0307177092,1409
2253004898,1410
0812094271,1411
0812094271,1412
0812094271,1413
0380600129,1414
0380600129,1415
0451522389,1182
0451522389,1416
0425169324,1417
082176828X,629
0316693324,129
0553283685,1418
1841215457,1419
0064410358,1420
0007108648,1421
0007108648,1422
0064472930,801
0590629824,596
